Key,Value
data_0_dialogue_43_turn_0_yes_text,"
yep
"
data_0_dialogue_44_turn_n,45
data_0_dialogue_44_turn_speaker,A
data_0_dialogue_44_turn_0_decl_n,83
data_0_dialogue_44_turn_0_decl_sp-act,informIntent
data_0_dialogue_44_turn_0_decl_polarity,positive
data_0_dialogue_44_turn_0_decl_topic,seat-booking
data_0_dialogue_44_turn_0_decl_mode,intent-report
data_0_dialogue_44_turn_0_decl_text,"
i'm going to book you a forward facing seat again "
data_0_dialogue_44_turn_0_decl_0_pause_length,2s
data_0_dialogue_44_turn_0_decl_0_pause_text,
data_0_dialogue_44_turn_1_dm_n,84
data_0_dialogue_44_turn_1_dm_sp-act,init
data_0_dialogue_44_turn_1_dm_text,"
now
"
data_0_dialogue_44_turn_2_frag_n,85
data_0_dialogue_44_turn_2_frag_sp-act,refer
data_0_dialogue_44_turn_2_frag_polarity,positive
data_0_dialogue_44_turn_2_frag_topic,fare
data_0_dialogue_44_turn_2_frag_mode,deixis
data_0_dialogue_44_turn_2_frag_text,"
with the standard open single
"
data_0_dialogue_44_turn_3_decl_n,86
data_0_dialogue_44_turn_3_decl_sp-act,inform
data_0_dialogue_44_turn_3_decl_polarity,positive
data_0_dialogue_44_turn_3_decl_topic,miss
data_0_dialogue_44_turn_3_decl_mode,condition
data_0_dialogue_44_turn_3_decl_text,"
if you miss the service i've reserved you on
"
data_0_dialogue_44_turn_4_decl_n,87
data_0_dialogue_44_turn_4_decl_sp-act,inform
data_0_dialogue_44_turn_4_decl_polarity,positive
data_0_dialogue_44_turn_4_decl_topic,avail
data_0_dialogue_44_turn_4_decl_mode,poss2
data_0_dialogue_44_turn_4_decl_text,"
you are able to get the next available train "
data_0_dialogue_44_turn_4_decl_0_backchannel_content,right
data_0_dialogue_44_turn_4_decl_0_backchannel_text,
data_0_dialogue_44_turn_5_decl_n,88
data_0_dialogue_44_turn_5_decl_sp-act,inform
data_0_dialogue_44_turn_5_decl_polarity,positive
data_0_dialogue_44_turn_5_decl_topic,refund-fare
data_0_dialogue_44_turn_5_decl_mode,
data_0_dialogue_44_turn_5_decl_text,"
and it's a full refund less 5 pounds
"
data_0_dialogue_44_turn_6_decl_n,89
data_0_dialogue_44_turn_6_decl_sp-act,inform
data_0_dialogue_44_turn_6_decl_polarity,positive
data_0_dialogue_44_turn_6_decl_topic,cancel
data_0_dialogue_44_turn_6_decl_mode,condition-constrain
data_0_dialogue_44_turn_6_decl_text,"
if you have to cancel "
data_0_dialogue_44_turn_6_decl_0_backchannel_content,right
data_0_dialogue_44_turn_6_decl_0_backchannel_text,
data_0_dialogue_44_turn_7_frag_n,90
data_0_dialogue_44_turn_7_frag_sp-act,refer
data_0_dialogue_44_turn_7_frag_polarity,positive
data_0_dialogue_44_turn_7_frag_topic,fare
data_0_dialogue_44_turn_7_frag_mode,deixis-constrain
data_0_dialogue_44_turn_7_frag_text,"
but with the Virgin value fare
"
data_0_dialogue_44_turn_8_decl_n,91
data_0_dialogue_44_turn_8_decl_sp-act,inform
data_0_dialogue_44_turn_8_decl_polarity,positive
data_0_dialogue_44_turn_8_decl_topic,time-date-booking
data_0_dialogue_44_turn_8_decl_mode,constrain
data_0_dialogue_44_turn_8_decl_text,"
you must stick to the date and time that you book "
data_0_dialogue_44_turn_8_decl_0_backchannel_content,right
data_0_dialogue_44_turn_8_decl_0_backchannel_text,
data_0_dialogue_44_turn_9_decl_n,92
data_0_dialogue_44_turn_9_decl_sp-act,inform
data_0_dialogue_44_turn_9_decl_polarity,positive
data_0_dialogue_44_turn_9_decl_topic,preference-time-journey
data_0_dialogue_44_turn_9_decl_mode,condition
data_0_dialogue_44_turn_9_decl_text,"
if you wanted to change the time of that travel
"
data_0_dialogue_44_turn_10_decl_n,93
data_0_dialogue_44_turn_10_decl_sp-act,inform
data_0_dialogue_44_turn_10_decl_polarity,positive
data_0_dialogue_44_turn_10_decl_topic,time-day-journey
data_0_dialogue_44_turn_10_decl_mode,constrain
data_0_dialogue_44_turn_10_decl_text,"
you must do so by 6 o'clock the day before your outward journey "
data_0_dialogue_44_turn_10_decl_0_backchannel_content,yeah
data_0_dialogue_44_turn_10_decl_0_backchannel_text,
data_0_dialogue_44_turn_11_decl_n,94
data_0_dialogue_44_turn_11_decl_sp-act,inform
data_0_dialogue_44_turn_11_decl_polarity,positive
data_0_dialogue_44_turn_11_decl_topic,avail-fare
data_0_dialogue_44_turn_11_decl_mode,constrain
data_0_dialogue_44_turn_11_decl_text,"
and it's subject to availability and 5 pounds charge
"
data_0_dialogue_45_turn_n,46
data_0_dialogue_45_turn_speaker,B
data_0_dialogue_45_turn_0_dm_n,95
data_0_dialogue_45_turn_0_dm_sp-act,ackn
data_0_dialogue_45_turn_0_dm_polarity,positive
data_0_dialogue_45_turn_0_dm_text,"
right
"
data_0_dialogue_46_turn_n,47
data_0_dialogue_46_turn_speaker,A
data_0_dialogue_46_turn_0_dm_n,96
data_0_dialogue_46_turn_0_dm_sp-act,init
data_0_dialogue_46_turn_0_dm_text,"
now
"
data_0_dialogue_46_turn_1_frag_n,97
data_0_dialogue_46_turn_1_frag_sp-act,reqInfo
data_0_dialogue_46_turn_1_frag_polarity,positive
data_0_dialogue_46_turn_1_frag_topic,name
data_0_dialogue_46_turn_1_frag_mode,open
data_0_dialogue_46_turn_1_frag_text,"
your surname please
"
data_0_dialogue_47_turn_n,48
data_0_dialogue_47_turn_speaker,B
data_0_dialogue_47_turn_0_frag_n,98
data_0_dialogue_47_turn_0_frag_sp-act,answ
data_0_dialogue_47_turn_0_frag_polarity,positive
data_0_dialogue_47_turn_0_frag_topic,spell-name
data_0_dialogue_47_turn_0_frag_mode,closure
data_0_dialogue_47_turn_0_frag_text,"
{surname}%5%18%16%5%23%18%0 {letter}%5 {letter}%18 {letter}%16 {letter}%5 {letter}%23 {letter}%18 {letter}%0
"
data_0_dialogue_48_turn_n,49
data_0_dialogue_48_turn_speaker,A
data_0_dialogue_48_turn_0_frag_n,99
data_0_dialogue_48_turn_0_frag_sp-act,reqInfo
data_0_dialogue_48_turn_0_frag_polarity,positive
data_0_dialogue_48_turn_0_frag_topic,name
data_0_dialogue_48_turn_0_frag_mode,open
data_0_dialogue_48_turn_0_frag_0_pause_text,
data_0_dialogue_49_turn_n,50
data_0_dialogue_49_turn_speaker,B
data_0_dialogue_49_turn_0_frag_n,100
data_0_dialogue_49_turn_0_frag_sp-act,answ
data_0_dialogue_49_turn_0_frag_polarity,positive
data_0_dialogue_49_turn_0_frag_topic,spell
data_0_dialogue_49_turn_0_frag_mode,partial-closure
data_0_dialogue_49_turn_0_frag_text,"
{letter}%11
"
data_0_dialogue_50_turn_n,51
data_0_dialogue_50_turn_speaker,A
data_0_dialogue_50_turn_0_frag_n,101
data_0_dialogue_50_turn_0_frag_sp-act,reqInfo
data_0_dialogue_50_turn_0_frag_polarity,positive
data_0_dialogue_50_turn_0_frag_topic,name
data_0_dialogue_50_turn_0_frag_mode,open
data_0_dialogue_50_turn_0_frag_text,"
and your title
"
data_0_dialogue_51_turn_n,52
data_0_dialogue_51_turn_speaker,B
data_0_dialogue_51_turn_0_frag_n,102
data_0_dialogue_51_turn_0_frag_sp-act,answ
data_0_dialogue_51_turn_0_frag_polarity,positive
data_0_dialogue_51_turn_0_frag_topic,
data_0_dialogue_51_turn_0_frag_mode,partial-closure
data_0_dialogue_51_turn_0_frag_text,"
Doctor
"
data_0_dialogue_52_turn_n,53
data_0_dialogue_52_turn_speaker,A
data_0_dialogue_52_turn_0_frag_n,103
data_0_dialogue_52_turn_0_frag_sp-act,reqInfo
data_0_dialogue_52_turn_0_frag_polarity,positive
data_0_dialogue_52_turn_0_frag_topic,telephone-number
data_0_dialogue_52_turn_0_frag_mode,open
data_0_dialogue_52_turn_0_frag_text,"
and your contact telephone number
"
data_0_dialogue_53_turn_n,54
data_0_dialogue_53_turn_speaker,B
data_0_dialogue_53_turn_0_frag_n,104
data_0_dialogue_53_turn_0_frag_sp-act,answ
data_0_dialogue_53_turn_0_frag_polarity,positive
data_0_dialogue_53_turn_0_frag_topic,enum
data_0_dialogue_53_turn_0_frag_mode,closure
data_0_dialogue_53_turn_0_frag_text,"
em 0 1 1 1
"
data_0_dialogue_54_turn_n,55
data_0_dialogue_54_turn_speaker,A
data_0_dialogue_54_turn_0_dm_n,105
data_0_dialogue_54_turn_0_dm_sp-act,ackn
data_0_dialogue_54_turn_0_dm_polarity,positive
data_0_dialogue_54_turn_0_dm_0_pause_text,
data_0_dialogue_55_turn_n,56
data_0_dialogue_55_turn_speaker,B
data_0_dialogue_55_turn_0_frag_n,106
data_0_dialogue_55_turn_0_frag_sp-act,answElab
data_0_dialogue_55_turn_0_frag_polarity,positive
data_0_dialogue_55_turn_0_frag_topic,enum
data_0_dialogue_55_turn_0_frag_mode,
data_0_dialogue_55_turn_0_frag_text,"
1 0 5
"
data_0_dialogue_56_turn_n,57
data_0_dialogue_56_turn_speaker,A
data_0_dialogue_56_turn_0_dm_n,107
data_0_dialogue_56_turn_0_dm_sp-act,ackn
data_0_dialogue_56_turn_0_dm_polarity,positive
data_0_dialogue_56_turn_0_dm_0_pause_text,
data_0_dialogue_57_turn_n,58
data_0_dialogue_57_turn_speaker,B
data_0_dialogue_57_turn_0_frag_n,108
data_0_dialogue_57_turn_0_frag_sp-act,answElab
data_0_dialogue_57_turn_0_frag_polarity,positive
data_0_dialogue_57_turn_0_frag_topic,enum
data_0_dialogue_57_turn_0_frag_mode,
data_0_dialogue_57_turn_0_frag_text,"
1 2 1 8
"
data_0_dialogue_58_turn_n,59
data_0_dialogue_58_turn_speaker,A
data_0_dialogue_58_turn_0_frag_n,109
data_0_dialogue_58_turn_0_frag_sp-act,reqInfo
data_0_dialogue_58_turn_0_frag_polarity,positive
data_0_dialogue_58_turn_0_frag_topic,creditcard-address
data_0_dialogue_58_turn_0_frag_mode,open
data_0_dialogue_58_turn_0_frag_0_pause_length,2s
data_0_dialogue_58_turn_0_frag_0_pause_text,
data_0_dialogue_59_turn_n,60
data_0_dialogue_59_turn_speaker,B
data_0_dialogue_59_turn_0_frag_n,110
data_0_dialogue_59_turn_0_frag_sp-act,answ
data_0_dialogue_59_turn_0_frag_polarity,positive
data_0_dialogue_59_turn_0_frag_topic,enum-spell
data_0_dialogue_59_turn_0_frag_mode,closure
data_0_dialogue_59_turn_0_frag_text,"
{letter}%11 36 "
data_0_dialogue_59_turn_0_frag_0_pause_text,
data_0_dialogue_60_turn_n,61
data_0_dialogue_60_turn_speaker,A
data_0_dialogue_60_turn_0_imp_n,111
data_0_dialogue_60_turn_0_imp_sp-act,direct
data_0_dialogue_60_turn_0_imp_polarity,positive
data_0_dialogue_60_turn_0_imp_topic,confirm-address
data_0_dialogue_60_turn_0_imp_mode,
data_0_dialogue_60_turn_0_imp_text,"
and confirm that address for me please
"
data_0_dialogue_61_turn_n,62
data_0_dialogue_61_turn_speaker,B
data_0_dialogue_61_turn_0_decl_n,112
data_0_dialogue_61_turn_0_decl_sp-act,answ
data_0_dialogue_61_turn_0_decl_polarity,positive
data_0_dialogue_61_turn_0_decl_topic,name-address
data_0_dialogue_61_turn_0_decl_mode,
data_0_dialogue_61_turn_0_decl_text,"
it's %street Avenue "
data_0_dialogue_61_turn_0_decl_0_pause_text,
data_0_dialogue_61_turn_1_decl_n,113
data_0_dialogue_61_turn_1_decl_sp-act,answElab
data_0_dialogue_61_turn_1_decl_polarity,positive
data_0_dialogue_61_turn_1_decl_topic,number
data_0_dialogue_61_turn_1_decl_mode,
data_0_dialogue_61_turn_1_decl_text,"
it's number 11
"
data_0_dialogue_62_turn_n,63
data_0_dialogue_62_turn_speaker,A
data_0_dialogue_62_turn_0_frag_n,114
data_0_dialogue_62_turn_0_frag_sp-act,echo
data_0_dialogue_62_turn_0_frag_polarity,positive
data_0_dialogue_62_turn_0_frag_topic,enum
data_0_dialogue_62_turn_0_frag_mode,partial
data_0_dialogue_62_turn_0_frag_text,"
11 "
data_0_dialogue_62_turn_0_frag_0_pause_text,
data_0_dialogue_62_turn_1_decl_n,115
data_0_dialogue_62_turn_1_decl_sp-act,reqInfo
data_0_dialogue_62_turn_1_decl_polarity,positive
data_0_dialogue_62_turn_1_decl_topic,number-creditcard
data_0_dialogue_62_turn_1_decl_mode,
data_0_dialogue_62_turn_1_decl_text,"
and "
data_0_dialogue_62_turn_1_decl_0_pause_text,
data_0_dialogue_63_turn_n,64
data_0_dialogue_63_turn_speaker,B
data_0_dialogue_63_turn_0_decl_n,116
data_0_dialogue_63_turn_0_decl_sp-act,correct
data_0_dialogue_63_turn_0_decl_polarity,positive
data_0_dialogue_63_turn_0_decl_topic,creditcard
data_0_dialogue_63_turn_0_decl_mode,
data_0_dialogue_63_turn_0_decl_text,"
it's a debit card "
data_0_dialogue_63_turn_0_decl_0_backchannel_content,aha
data_0_dialogue_63_turn_0_decl_0_backchannel_text,
data_0_dialogue_63_turn_1_frag_n,117
data_0_dialogue_63_turn_1_frag_sp-act,answ
data_0_dialogue_63_turn_1_frag_polarity,positive
data_0_dialogue_63_turn_1_frag_topic,enum-number
data_0_dialogue_63_turn_1_frag_mode,deixis
data_0_dialogue_63_turn_1_frag_text,"
number 1 3 5
"
data_0_dialogue_64_turn_n,65
data_0_dialogue_64_turn_speaker,A
data_0_dialogue_64_turn_0_frag_n,118
data_0_dialogue_64_turn_0_frag_sp-act,echo
data_0_dialogue_64_turn_0_frag_polarity,positive
data_0_dialogue_64_turn_0_frag_topic,enum
data_0_dialogue_64_turn_0_frag_mode,
data_0_dialogue_64_turn_0_frag_text,"
1 3 5
"
data_0_dialogue_65_turn_n,66
data_0_dialogue_65_turn_speaker,B
data_0_dialogue_65_turn_0_frag_n,119
data_0_dialogue_65_turn_0_frag_sp-act,answElab
data_0_dialogue_65_turn_0_frag_polarity,positive
data_0_dialogue_65_turn_0_frag_topic,enum
data_0_dialogue_65_turn_0_frag_mode,
data_0_dialogue_65_turn_0_frag_text,"
5 3 1
"
data_0_dialogue_66_turn_n,67
data_0_dialogue_66_turn_speaker,A
data_0_dialogue_66_turn_0_frag_n,120
data_0_dialogue_66_turn_0_frag_sp-act,echo
data_0_dialogue_66_turn_0_frag_polarity,positive
data_0_dialogue_66_turn_0_frag_topic,enum
data_0_dialogue_66_turn_0_frag_mode,
data_0_dialogue_66_turn_0_frag_text,"
5 3 1
"
data_0_dialogue_67_turn_n,68
data_0_dialogue_67_turn_speaker,B
data_0_dialogue_67_turn_0_frag_n,121
data_0_dialogue_67_turn_0_frag_sp-act,answElab
data_0_dialogue_67_turn_0_frag_polarity,positive
data_0_dialogue_67_turn_0_frag_topic,enum
data_0_dialogue_67_turn_0_frag_mode,
data_0_dialogue_67_turn_0_frag_text,"
1 5 1
"
data_0_dialogue_68_turn_n,69
data_0_dialogue_68_turn_speaker,A
data_0_dialogue_68_turn_0_frag_n,122
data_0_dialogue_68_turn_0_frag_sp-act,echo
data_0_dialogue_68_turn_0_frag_polarity,positive
data_0_dialogue_68_turn_0_frag_topic,enum
data_0_dialogue_68_turn_0_frag_mode,
data_0_dialogue_68_turn_0_frag_text,"
1 5 1
"
data_0_dialogue_69_turn_n,70
data_0_dialogue_69_turn_speaker,B
data_0_dialogue_69_turn_0_frag_n,123
data_0_dialogue_69_turn_0_frag_sp-act,answElab
data_0_dialogue_69_turn_0_frag_polarity,positive
data_0_dialogue_69_turn_0_frag_topic,enum
data_0_dialogue_69_turn_0_frag_mode,
data_0_dialogue_69_turn_0_frag_text,"
8 6 1
"
data_0_dialogue_70_turn_n,71
data_0_dialogue_70_turn_speaker,A
data_0_dialogue_70_turn_0_frag_n,124
data_0_dialogue_70_turn_0_frag_sp-act,echo
data_0_dialogue_70_turn_0_frag_polarity,positive
data_0_dialogue_70_turn_0_frag_topic,enum
data_0_dialogue_70_turn_0_frag_mode,
data_0_dialogue_70_turn_0_frag_text,"
8 6 1
"
data_0_dialogue_71_turn_n,72
data_0_dialogue_71_turn_speaker,B
data_0_dialogue_71_turn_0_frag_n,125
data_0_dialogue_71_turn_0_frag_sp-act,answElab
data_0_dialogue_71_turn_0_frag_polarity,positive
data_0_dialogue_71_turn_0_frag_topic,enum
data_0_dialogue_71_turn_0_frag_mode,
data_0_dialogue_71_turn_0_frag_text,"
9 1 1
"
data_0_dialogue_72_turn_n,73
data_0_dialogue_72_turn_speaker,A
data_0_dialogue_72_turn_0_frag_n,126
data_0_dialogue_72_turn_0_frag_sp-act,echo
data_0_dialogue_72_turn_0_frag_polarity,positive
data_0_dialogue_72_turn_0_frag_topic,enum
data_0_dialogue_72_turn_0_frag_mode,
data_0_dialogue_72_turn_0_frag_text,"
9 1 1
"
data_0_dialogue_73_turn_n,74
data_0_dialogue_73_turn_speaker,B
data_0_dialogue_73_turn_0_frag_n,127
data_0_dialogue_73_turn_0_frag_sp-act,answElab
data_0_dialogue_73_turn_0_frag_polarity,positive
data_0_dialogue_73_turn_0_frag_topic,enum
data_0_dialogue_73_turn_0_frag_mode,
data_0_dialogue_73_turn_0_frag_text,"
0 1 5
"
data_0_dialogue_74_turn_n,75
data_0_dialogue_74_turn_speaker,A
data_0_dialogue_74_turn_0_frag_n,128
data_0_dialogue_74_turn_0_frag_sp-act,echo
data_0_dialogue_74_turn_0_frag_polarity,positive
data_0_dialogue_74_turn_0_frag_topic,enum
data_0_dialogue_74_turn_0_frag_mode,
data_0_dialogue_74_turn_0_frag_text,"
0 1 5
"
data_0_dialogue_74_turn_1_frag_n,129
data_0_dialogue_74_turn_1_frag_sp-act,reqInfo
data_0_dialogue_74_turn_1_frag_polarity,positive
data_0_dialogue_74_turn_1_frag_topic,number
data_0_dialogue_74_turn_1_frag_mode,
data_0_dialogue_74_turn_1_frag_text,"
and the issue number
"
data_0_dialogue_75_turn_n,76
data_0_dialogue_75_turn_speaker,B
data_0_dialogue_75_turn_0_frag_n,130
data_0_dialogue_75_turn_0_frag_sp-act,inform
data_0_dialogue_75_turn_0_frag_polarity,positive
data_0_dialogue_75_turn_0_frag_topic,enum
data_0_dialogue_75_turn_0_frag_mode,partial
data_0_dialogue_75_turn_0_frag_text,"
2
"
data_0_dialogue_76_turn_n,77
data_0_dialogue_76_turn_speaker,A
data_0_dialogue_76_turn_0_frag_n,131
data_0_dialogue_76_turn_0_frag_sp-act,reqInfo
data_0_dialogue_76_turn_0_frag_polarity,positive
data_0_dialogue_76_turn_0_frag_topic,creditcard
data_0_dialogue_76_turn_0_frag_mode,
data_0_dialogue_76_turn_0_frag_text,"
and the expiry date
"
data_0_dialogue_77_turn_n,78
data_0_dialogue_77_turn_speaker,B
data_0_dialogue_77_turn_0_frag_n,132
data_0_dialogue_77_turn_0_frag_sp-act,inform
data_0_dialogue_77_turn_0_frag_polarity,positive
data_0_dialogue_77_turn_0_frag_topic,month
data_0_dialogue_77_turn_0_frag_mode,
data_0_dialogue_77_turn_0_frag_text,"
November this year
"
data_0_dialogue_78_turn_n,79
data_0_dialogue_78_turn_speaker,A
data_0_dialogue_78_turn_0_dm_n,133
data_0_dialogue_78_turn_0_dm_sp-act,init
data_0_dialogue_78_turn_0_dm_0_pause_length,3s
data_0_dialogue_78_turn_0_dm_0_pause_text,
data_0_dialogue_78_turn_1_decl_n,134
data_0_dialogue_78_turn_1_decl_sp-act,inform
data_0_dialogue_78_turn_1_decl_polarity,positive
data_0_dialogue_78_turn_1_decl_topic,booking-number-journey
data_0_dialogue_78_turn_1_decl_mode,
data_0_dialogue_78_turn_1_decl_text,"
this is your reference number your tickets have been booked under
"
data_0_dialogue_79_turn_n,80
data_0_dialogue_79_turn_speaker,B
data_0_dialogue_79_turn_0_dm_n,135
data_0_dialogue_79_turn_0_dm_sp-act,ackn
data_0_dialogue_79_turn_0_dm_polarity,positive
data_0_dialogue_79_turn_0_dm_text,"
ok
"
data_0_dialogue_80_turn_n,81
data_0_dialogue_80_turn_speaker,A
data_0_dialogue_80_turn_0_decl_n,136
data_0_dialogue_80_turn_0_decl_sp-act,inform
data_0_dialogue_80_turn_0_decl_polarity,positive
data_0_dialogue_80_turn_0_decl_topic,spell-name
data_0_dialogue_80_turn_0_decl_mode,
data_0_dialogue_80_turn_0_decl_text,"
it's {letter}%25 for %alpha {letter}%22 for %alpha "
data_0_dialogue_80_turn_0_decl_0_pause_text,
data_0_dialogue_81_turn_n,82
data_0_dialogue_81_turn_speaker,B
data_0_dialogue_81_turn_0_yes_n,137
data_0_dialogue_81_turn_0_yes_sp-act,ackn
data_0_dialogue_81_turn_0_yes_text,"
yeah
"
data_0_dialogue_82_turn_n,83
data_0_dialogue_82_turn_speaker,A
data_0_dialogue_82_turn_0_frag_n,138
data_0_dialogue_82_turn_0_frag_sp-act,inform
data_0_dialogue_82_turn_0_frag_polarity,positive
data_0_dialogue_82_turn_0_frag_topic,spell-name
data_0_dialogue_82_turn_0_frag_mode,deixis
data_0_dialogue_82_turn_0_frag_text,"
{letter}%13 for %alpha the number 5 "
data_0_dialogue_82_turn_0_frag_0_pause_text,
data_0_dialogue_83_turn_n,84
data_0_dialogue_83_turn_speaker,B
data_0_dialogue_83_turn_0_dm_n,139
data_0_dialogue_83_turn_0_dm_sp-act,ackn
data_0_dialogue_83_turn_0_dm_polarity,positive
data_0_dialogue_83_turn_0_dm_text,"
right
"
data_0_dialogue_84_turn_n,85
data_0_dialogue_84_turn_speaker,A
data_0_dialogue_84_turn_0_decl_n,140
data_0_dialogue_84_turn_0_decl_sp-act,inform
data_0_dialogue_84_turn_0_decl_polarity,positive
data_0_dialogue_84_turn_0_decl_topic,fare-booking-creditcard
data_0_dialogue_84_turn_0_decl_mode,deixis
data_0_dialogue_84_turn_0_decl_text,"
and 40 pounds exactly's been debited from your debit card
"
data_0_dialogue_84_turn_1_decl_n,141
data_0_dialogue_84_turn_1_decl_sp-act,inform
data_0_dialogue_84_turn_1_decl_polarity,positive
data_0_dialogue_84_turn_1_decl_topic,time-number-journey
data_0_dialogue_84_turn_1_decl_mode,
data_0_dialogue_84_turn_1_decl_text,"
and the two tickets will be posted out first class to you this afternoon
"
data_0_dialogue_84_turn_2_dm_n,142
data_0_dialogue_84_turn_2_dm_sp-act,init
data_0_dialogue_84_turn_2_dm_polarity,positive
data_0_dialogue_84_turn_2_dm_text,"
ok now
"
data_0_dialogue_85_turn_n,86
data_0_dialogue_85_turn_speaker,B
data_0_dialogue_85_turn_0_decl_n,143
data_0_dialogue_85_turn_0_decl_sp-act,appreciate
data_0_dialogue_85_turn_0_decl_polarity,positive
data_0_dialogue_85_turn_0_decl_topic,
data_0_dialogue_85_turn_0_decl_mode,appreciate
data_0_dialogue_85_turn_0_decl_text,"
that's brilliant
"
data_0_dialogue_86_turn_n,87
data_0_dialogue_86_turn_speaker,A
data_0_dialogue_86_turn_0_frag_n,144
data_0_dialogue_86_turn_0_frag_sp-act,thank
data_0_dialogue_86_turn_0_frag_mode,
data_0_dialogue_86_turn_0_frag_text,"
thank you for calling
"
data_0_dialogue_87_turn_n,88
data_0_dialogue_87_turn_speaker,B
data_0_dialogue_87_turn_0_frag_n,145
data_0_dialogue_87_turn_0_frag_sp-act,thank-bye
data_0_dialogue_87_turn_0_frag_mode,farewell
data_0_dialogue_87_turn_0_frag_text,"
thanks very much "
data_0_dialogue_87_turn_0_frag_0_overlap_type,start
data_0_dialogue_87_turn_0_frag_0_overlap_text,
data_0_dialogue_88_turn_n,89
data_0_dialogue_88_turn_speaker,A
data_0_dialogue_88_turn_0_frag_n,146
data_0_dialogue_88_turn_0_frag_sp-act,bye
data_0_dialogue_88_turn_0_frag_polarity,positive
data_0_dialogue_88_turn_0_frag_topic,closing
data_0_dialogue_88_turn_0_frag_mode,partial-farewell
data_0_dialogue_88_turn_0_frag_text,"
bye "
data_0_dialogue_88_turn_0_frag_0_overlap_type,end
data_0_dialogue_88_turn_0_frag_0_overlap_text,
data_1_dialogue_corpus,trainline
data_1_dialogue_id,2
data_1_dialogue_0_turn_n,1
data_1_dialogue_0_turn_speaker,A
data_1_dialogue_0_turn_0_frag_n,1
data_1_dialogue_0_turn_0_frag_sp-act,greet
data_1_dialogue_0_turn_0_frag_polarity,positive
data_1_dialogue_0_turn_0_frag_topic,opening
data_1_dialogue_0_turn_0_frag_mode,deixis-greet
data_1_dialogue_0_turn_0_frag_text,"
good afternoon
"
data_1_dialogue_0_turn_1_frag_n,2
data_1_dialogue_0_turn_1_frag_sp-act,identifySelf
data_1_dialogue_0_turn_1_frag_polarity,positive
data_1_dialogue_0_turn_1_frag_topic,intro
